ID	intent	text	domain	label
3231313434353833	IN:CREATE_REMINDER	Richte eine Erinnerung ein, am Montag vor 13 Uhr eine Anzahlung auf das Auto zu leisten.	reminder	11
3231313434353532	IN:CREATE_REMINDER	Erinner mich daran, in einer Stunde den Ofen zu kontrollieren.	reminder	11
3231313434353435	IN:CREATE_REMINDER	Ich muss morgen früher Abendessen kochen. Kannst Du mich um 16 Uhr daran erinnern?	reminder	11
3231313434333530	IN:CREATE_REMINDER	brauche Erinnerung, um eine Karte für den Vatertag zu kaufen	reminder	11
3231313434333331	IN:CREATE_REMINDER	Erinnere mich diesen Samstag daran, morgens die Sachen aus der Reinigung abzuholen.	reminder	11
3231313434323134	IN:CREATE_REMINDER	Erinnere mich daran, meine Tabletten um 21 Uhr zu nehmen	reminder	11
3231313434303432	IN:CREATE_REMINDER	Erinnere mich daran den digitalen Videorekorder dafür einzustellen, morgen Teen Mom aufzunehmen	reminder	11
3231313433383839	IN:CREATE_REMINDER	Erinnere mich daran, am Mittwoch Petes Sachen aus der Reinigung zu holen.	reminder	11
3231313433373034	IN:CREATE_REMINDER	Erinnere mich daran, ein Hotel in Conway, Arkansas, zu buchen	reminder	11
3231313433333934	IN:CREATE_REMINDER	Erinnere mich, Deans Carepaket am 20. zu verschicken.	reminder	11
3231313433333531	IN:CREATE_REMINDER	Erinnere mich, dass mein Arzttermin morgen um 10 Uhr ist.	reminder	11
3231313432383237	IN:CREATE_REMINDER	Erinnere alle in der Gruppe an den unternehmensinternen Videochat, der am Donnerstagmorgen um 8 Uhr pazifischer Zeit stattfinden wird	reminder	11
3231353231383932	IN:CREATE_REMINDER	Erstelle einen Plan	reminder	11
3231343030373035	IN:CREATE_REMINDER	Erinnere mich am Samstag.	reminder	11
3231343030363939	IN:CREATE_REMINDER	Erinnere mich, dass Bruce übermorgen ankommt.	reminder	11
3231343030363432	IN:CREATE_REMINDER	Erinner mich daran, meinen Bruder nach der Arbeit anzurufen.	reminder	11
3231343030353636	IN:CREATE_REMINDER	Erinner mich daran, den Herd auszuschalten.	reminder	11
3231333933313531	IN:CREATE_REMINDER	Kannst du mich bitte daran erinnern, mit dem Hund Gassi zu gehen	reminder	11
3231333932363634	IN:CREATE_REMINDER	Die Erinnerung an den Alien-Film soll heute Abend um 19:30 Uhr erfolgen.	reminder	11
3231323432343130	IN:CREATE_REMINDER	Erinnere mich um Mitternacht daran, Jane anzurufen.	reminder	11
3231323432333232	IN:CREATE_REMINDER	Erinner mich daran, Natalie morgen anzurufen	reminder	11
3231323432323833	IN:CREATE_REMINDER	Erinnere mich daran, morgen zum Arzt zu gehen	reminder	11
3231323432303730	IN:CREATE_REMINDER	Erinnere mich, heute Abend eine andere Strecke von der Arbeit nach Hause zu fahren.	reminder	11
3231323432303032	IN:CREATE_REMINDER	Erinner mich daran, meine Tochter heute Abend um 17:45 Uhr vom Tanzunterricht abzuholen.	reminder	11
3231323431393737	IN:CREATE_REMINDER	Erstelle eine Erinnerung, dass ich Mama um 19 Uhr anrufe	reminder	11
3231323431353736	IN:CREATE_REMINDER	Erinner mich heute Abend um 7 Uhr daran, meine Mutter anzurufen	reminder	11
3231323431313538	IN:CREATE_REMINDER	Erinner mich daran, um 10 Uhr zum Meeting zu gehen.	reminder	11
3231323431313032	IN:CREATE_REMINDER	Erinner mich daran, in einer Stunde bei der Arbeit anzurufen	reminder	11
3231323430373733	IN:CREATE_REMINDER	Ich will nicht vergessen, diesen Kuchen für die Party zu backen	reminder	11
3231323430373038	IN:CREATE_REMINDER	Erstell eine Erinnerung für den 14. August	reminder	11
3231323430363337	IN:CREATE_REMINDER	Erinner mich an den Banktermin	reminder	11
3231323430363139	IN:CREATE_REMINDER	Erinner mich daran, am Dienstagabend den Müll rauszubringen.	reminder	11
3231323430313331	IN:CREATE_REMINDER	Eine Erinnerung hinzufügen, die Kinder abzuholen	reminder	11
3231323430303530	IN:CREATE_REMINDER	Erinner mich an den Termin beim Gynäkologen am Mittwoch um 4 Uhr nachmittags.	reminder	11
3231323339393337	IN:CREATE_REMINDER	Erinner mich, dass ich am 5. einen Arzttermin habe	reminder	11
3231323339393334	IN:CREATE_REMINDER	Neue Erinnerung daran, das Auto zu registrieren.	reminder	11
3231323339393332	IN:CREATE_REMINDER	Erinner mich daran, morgen Hundefutter zu kaufen.	reminder	11
3231323339373937	IN:CREATE_REMINDER	Erinner mich daran, heute Abend meine Fische zu füttern.	reminder	11
3231323339373030	IN:CREATE_REMINDER	Erinner mich daran, dass ich eine Woche vorher einen Zahnarzttermin habe	reminder	11
3231323339343634	IN:CREATE_REMINDER	Erinnere mich daran, meine Medizin zu nehmen	reminder	11
3231323339343531	IN:CREATE_REMINDER	Erinnere mich, den Freund von meinem Sohn für eine Übernachtungsparty abzuholen	reminder	11
3231323339313739	IN:CREATE_REMINDER	Erinnere mich daran, dass ich morgen um 6 Uhr früh aufstehen muss	reminder	11
3231323339303539	IN:CREATE_REMINDER	Erinnere mich daran, einen Therapietermin zu machen	reminder	11
3231323339303035	IN:CREATE_REMINDER	Erinnere mich daran, morgen Abend Kekse für den Kuchenbasar zu backen	reminder	11
3231323338393132	IN:CREATE_REMINDER	Erinnere mich daran, Jana ein Geschenk zu kaufen	reminder	11
3231323338393131	IN:CREATE_REMINDER	Erinnere mich daran, heute die Hunde zu füttern	reminder	11
3231323338353931	IN:CREATE_REMINDER	Erinner mich daran, das Katzenklo zu reinigen.	reminder	11
3231323338333636	IN:CREATE_REMINDER	Erinnerung: Hol heute Abend auf dem Heimweg Hundefutter	reminder	11
3231323338313234	IN:CREATE_REMINDER	Erinnere mich an den Zahnarzttermin morgen Nachmittag	reminder	11
3231323338303933	IN:CREATE_REMINDER	Erinnere mich daran, meinen Wecker für nächsten Montag von 7 Uhr auf 6 Uhr zu stellen	reminder	11
3231323337383932	IN:CREATE_REMINDER	Setze eine Erinnerung für morgen um 6 Uhr	reminder	11
3231323337373437	IN:CREATE_REMINDER	Erinner mich daran, heute Klopapier zu kaufen.	reminder	11
3231323337363432	IN:CREATE_REMINDER	Erinnere mich, wenn es 17 Uhr ist.	reminder	11
3231323337363031	IN:CREATE_REMINDER	Stell eine Erinnerung ein, morgen Abend Milch zu holen.	reminder	11
3231323337343332	IN:CREATE_REMINDER	Ich will nicht vergessen, die Fehlerberichte einzureichen	reminder	11
3231323337333834	IN:CREATE_REMINDER	Erinnere mich morgen früh um 9:00 Uhr an Kristas Geburtstag	reminder	11
3231323337333734	IN:CREATE_REMINDER	Erstelle eine Erinnerung für heute in 30 Tagen	reminder	11
3231323337323830	IN:CREATE_REMINDER	Erinnere mich an den Arzttermin nächsten Monat	reminder	11
3231323336373132	IN:CREATE_REMINDER	Erinnere mich daran, meinen Wecker auszuschalten.	reminder	11
3231323336373130	IN:CREATE_REMINDER	Erinner mich heute Abend daran, Brot zu kaufen	reminder	11
3231323336313435	IN:CREATE_REMINDER	Erstelle eine neue Erinnerung für morgen	reminder	11
3231323336313432	IN:CREATE_REMINDER	Erstell eine Erinnerung für meinen Friseurtermin am Freitag um 15 Uhr	reminder	11
3231323336303839	IN:CREATE_REMINDER	Erstelle für morgen um 9 eine Erinnerung, Urlaub zu beantragen	reminder	11
3231323335383335	IN:CREATE_REMINDER	Ich will nicht vergessen, mein Handy aufzuladen.	reminder	11
3231323335373134	IN:CREATE_REMINDER	Erinnere mich daran, eine Pause zu machen.	reminder	11
3231323335363136	IN:CREATE_REMINDER	Erinnere mich daran, Sojamilch zu kaufen	reminder	11
3231323335313338	IN:CREATE_REMINDER	Erinnere mich daran, mich um 17 Uhr online für meinen Flug einzuchecken	reminder	11
3231323334393037	IN:CREATE_REMINDER	Erstell eine Erinnerung für Milch.	reminder	11
3231323333373535	IN:CREATE_REMINDER	Erinnere mich am 28. Juli daran, Karen anzurufen und ihr alles Gute zum Geburtstag zu wünschen.	reminder	11
3231323333363835	IN:CREATE_REMINDER	Erinnere mich daran, Geld von Bank eins auf Kapital eins zu überweisen, bevor die Stromrechnung am 12. fällig wird.	reminder	11
3231323333343039	IN:CREATE_REMINDER	Bitte erinnere mich daran, heute um 15 Uhr die Personalabteilung anzurufen	reminder	11
3231323333323631	IN:CREATE_REMINDER	Ich brauche eine Erinnerung, nach einem Ort für Aubreys Geburtstagsfeier zu schauen	reminder	11
3231323332393536	IN:CREATE_REMINDER	Sende eine Gruppenerinnerung, um alle Allergien von Personen, die zur Geburtstagsfeier kommen, aufzulisten	reminder	11
3231323332393035	IN:CREATE_REMINDER	Ich treffe nach vielen Jahren meine Schulfreundin Kate nächsten Freitagabend um 17 Uhr. Kannst du bitte eine Erinnerung erstellen, mich daran zu erinnern, Bot?	reminder	11
3231323332383936	IN:CREATE_REMINDER	Erinnere mich daran, dass ich nicht vergesse, die Wäsche zu waschen, wenn ich nach Hause komme.	reminder	11
3231323332323030	IN:CREATE_REMINDER	Erstelle eine Erinnerung für 17 Uhr.	reminder	11
3231323332313031	IN:CREATE_REMINDER	Richte eine Erinnerung ein, John anzurufen	reminder	11
3231323332303539	IN:CREATE_REMINDER	Erinnere mich heute, dass ich mich bei meiner Mutter melden muss	reminder	11
3231323331393735	IN:CREATE_REMINDER	Erstelle eine Erinnerung, dass mich meine Tochter Samstagabend anrufen soll.	reminder	11
3231323331353734	IN:CREATE_REMINDER	Ich muss einen Termin beim Tierarzt für meinen Vogel ausmachen. Erinner mich morgen daran.	reminder	11
3231323330343338	IN:CREATE_REMINDER	Bitte erinnere mich daran, morgen früh gegen 9 Sprint anzurufen	reminder	11
3231323330323131	IN:CREATE_REMINDER	Erinner mich daran, was für das Frühstück zu holen.	reminder	11
3231323330303037	IN:CREATE_REMINDER	Erinnere mich eine halbe Stunde vor meinem Anruf bei Nickolodeon	reminder	11
3231323239363432	IN:CREATE_REMINDER	Erinnere mich daran, Zack um mehr TianChi zu bitten	reminder	11
3231323239353835	IN:CREATE_REMINDER	Erinner mich daran, Autos zu wechseln	reminder	11
3231323239333537	IN:CREATE_REMINDER	Erinnere mich daran, die Party-Einladungen zu verschicken	reminder	11
3231323239313734	IN:CREATE_REMINDER	Ich möchte Emmas Fußballspiel nicht verpassen, also benachrichtige mich am Sonntag 40 Minuten vorher	reminder	11
3231323238373531	IN:CREATE_REMINDER	Erstelle eine Erinnerung.	reminder	11
3231323238343438	IN:CREATE_REMINDER	Erinnere mich daran, Juan am Montag um 18 Uhr zu treffen	reminder	11
3231323238343138	IN:CREATE_REMINDER	Erinnere mich daran, dass ich bis Mittwoch eine Dokumentvorlage für die Arbeit erstellen muss.	reminder	11
3231323238333830	IN:CREATE_REMINDER	Bitte erinnere mich daran, Rileys Medikamente heute wieder aufzufüllen	reminder	11
3231323238313931	IN:CREATE_REMINDER	Ich möchte daran erinnert werden, diese Geburtstagskarten nächste Woche zu verschicken.	reminder	11
3231323237363730	IN:CREATE_REMINDER	Erinner meine Brüder und Schwestern daran, dass am Samstag der 50. Hochzeitstag von Mama und Papa ist	reminder	11
3231323237303632	IN:CREATE_REMINDER	Bitte erinnere uns an den Videochat mit Tante Barb heute Abend	reminder	11
3231323236363736	IN:CREATE_REMINDER	Stell eine Erinnerung an das Mittagessen am Dienstag ein	reminder	11
3231323236363630	IN:CREATE_REMINDER	Erinner mich daran, am Dienstagabend um 19 Uhr Sherry anzurufen	reminder	11
3231323236323231	IN:CREATE_REMINDER	Erstelle eine Erinnerung, einen Arzttermin für nächste Woche auszumachen	reminder	11
3231323236313938	IN:CREATE_REMINDER	Erinnere mich daran, Klopapier zu kaufen	reminder	11
3231323235363630	IN:CREATE_REMINDER	Stell eine Erinnerung für zwei Stunden vor dem Meeting um 17 Uhr ein	reminder	11
3231323235333334	IN:CREATE_REMINDER	Erinner mich daran, den Rasenpflegedienst zum Rasenmähen anzurufen.	reminder	11
3231323235313030	IN:CREATE_REMINDER	Erstelle eine Erinnerung, dass ich morgen die Sachen aus der Reinigung abhole.	reminder	11
3231323234393735	IN:CREATE_REMINDER	Richte eine Erinnerung für die Party morgen um 22 Uhr ein	reminder	11
3231323234393332	IN:CREATE_REMINDER	Erinnere mich, wegen der Zeitumstellung die Uhren umzustellen	reminder	11
3231323234373637	IN:CREATE_REMINDER	Bitte erinnere die Reinigung daran, dass ich meinen Wintermantel am 15. benötige	reminder	11
3231323233393734	IN:CREATE_REMINDER	Du musst mir morgen um 8 Uhr eine Erinnerung einrichten. Ich weiß, was ich tun werde.	reminder	11
3231313536383334	IN:CREATE_REMINDER	Erinnere mich daran, Joe von meinem Gespräch zu erzählen	reminder	11
3231313536333732	IN:CREATE_REMINDER	Tickets für Impractical Jokers sind ab morgen im Handel. Kannst du mich morgen um 9 Uhr daran erinnern?	reminder	11
3231313536313931	IN:CREATE_REMINDER	Erinnere mich daran, meine Tochter heute um 16:30 Uhr von der Schule abzuholen.	reminder	11
3231313536303931	IN:CREATE_REMINDER	Sende eine Erinnerung an DreAnna bezüglich unseres Maniküre-Termins am Sonntag.	reminder	11
3231313535383536	IN:CREATE_REMINDER	Erinnere mich daran, mich am Freitag bei Susan anzumelden.	reminder	11
3231313535373931	IN:CREATE_REMINDER	Stell eine Erinnerung ein, die Büchereibücher bis heute um 5 Uhr zurückzugeben.	reminder	11
3231313535373230	IN:CREATE_REMINDER	Ich muss Oscar heute Abend zum Essen treffen. Kannst du mich um 17 Uhr daran erinnern?	reminder	11
3231313535343032	IN:CREATE_REMINDER	Erinner mich daran, Josh den fertigen Code bis Freitagabend zu schicken.	reminder	11
3231313534393530	IN:CREATE_REMINDER	Erstell eine Erinnerung für heute in zwei Wochen, dass die Schule anfängt	reminder	11
3231313534373838	IN:CREATE_REMINDER	Kannst du eine Erinnerung für meinen Zahnarzttermin am Samstag um 2 einrichten?	reminder	11
3231313534343831	IN:CREATE_REMINDER	Bitte erinnere mich daran, auf Mamas SMS zu antworten, wenn ich um 18:35 Uhr aus dem Unterricht komme.	reminder	11
3231313534333635	IN:CREATE_REMINDER	Erinnere mich daran, morgen um 18:30 Uhr Annette wegen dem Kreditkartengeld anzurufen	reminder	11
3231313533393833	IN:CREATE_REMINDER	Füge eine Erinnerung an mich hinzu, für diesen Sonntag Golfstunden einzuplanen.	reminder	11
3231313533383938	IN:CREATE_REMINDER	Erinnere mich daran, bis Freitag ein Geschenk für Brad zu bestellen	reminder	11
3231313533383139	IN:CREATE_REMINDER	Erinnere mich daran, heute nach dem Film Orangensaft zu kaufen	reminder	11
3231313533363931	IN:CREATE_REMINDER	Kannst du mich daran erinnern, dass ich mich eine halbe Stunde vor der heutigen Telefonkonferenz einwähle?	reminder	11
3231313533353539	IN:CREATE_REMINDER	Erstelle eine morgendliche Erinnerung für Brody, sich vor der Schule die Zähne zu putzen.	reminder	11
3231313533343736	IN:CREATE_REMINDER	Erinnere mich daran, Selena am Samstag auf ihre Umzugspläne für August anzusprechen.	reminder	11
3231313533323735	IN:CREATE_REMINDER	Erinnere Joao daran, mich heute um 17.00 Uhr abzuholen.	reminder	11
3231313533303137	IN:CREATE_REMINDER	Ich muss morgen meine Tante anrufen. Kannst du mir um 14 Uhr eine Benachrichtigung dazu schicken?	reminder	11
3231313532393630	IN:CREATE_REMINDER	Ich muss an diesem Wochenende nach Ashley sehen. Kannst du mich erinnern, sie morgen anzurufen?	reminder	11
3231313532383636	IN:CREATE_REMINDER	Ich muss meine Oma am Sonntag anrufen. Stell mir einen Alarm auf 9 Uhr morgens	reminder	11
3231313532383431	IN:CREATE_REMINDER	Erinner mich daran, am Freitag um 10 Uhr Abbie abzuholen	reminder	11
3231313532383130	IN:CREATE_REMINDER	Erstell eine Erinnerung daran, das Gemüse in 10 Minuten zu wenden.	reminder	11
3231313532353136	IN:CREATE_REMINDER	Eine Erinnerung erstellen, um mich daran zu erinnern, meine Fastpass-Tickets morgen um 7 Uhr zu reservieren	reminder	11
3231313532343734	IN:CREATE_REMINDER	Erinner mich daran, Gemüse zu holen und es zu waschen, bevor es in den Kühlschrank kommt.	reminder	11
3231313532343037	IN:CREATE_REMINDER	Erinner mich am Samstag daran, dass ich den Kindern die Haare schneiden lasse.	reminder	11
3231313531393434	IN:CREATE_REMINDER	Richte eine Erinnerung für das Treffen zur Abschlussfeier meines Bruders diese Woche Samstag ein.	reminder	11
3231313531383839	IN:CREATE_REMINDER	Erinner mich daran, am Dienstag morgen meinen Lebenslauf zu aktualisieren.	reminder	11
3231313531383432	IN:CREATE_REMINDER	Erinner mich, dass ich vor Freitag mit Frank spreche	reminder	11
3231313531383031	IN:CREATE_REMINDER	Kannst du mich 15 Minuten im Voraus an das heutige Baseballspiel um 18:30 Uhr erinnern?	reminder	11
3231313531373136	IN:CREATE_REMINDER	Erinner mich daran, Connor um 16 Uhr anzurufen.	reminder	11
3231313531353438	IN:CREATE_REMINDER	Erinner Albert daran, heute Abend den Klempner anzurufen.	reminder	11
3231313531353139	IN:CREATE_REMINDER	Erinner mich daran, die Geburtstagskarte für Jillian zu unterschreiben	reminder	11
3231313531313931	IN:CREATE_REMINDER	Erinnere Mutter und Vater daran, dass sie um 15 Uhr gehen müssen und gib ihnen 30 Minuten vorher Bescheid.	reminder	11
3231313530373536	IN:CREATE_REMINDER	Bitte erinnere mich heute um 13 Uhr daran, dass ich meine Wiedergabeliste „Prince" lösche.	reminder	11
3231313530333433	IN:CREATE_REMINDER	ERINNERE MICH IN 10 MINUTEN, ZU GEHEN	reminder	11
3231313530323930	IN:CREATE_REMINDER	Erinnere mich an das heutige Meeting, 30 Minuten bevor es beginnt	reminder	11
3231313530313437	IN:CREATE_REMINDER	Erinnere mich am Freitagmorgen daran, dass an diesem Tag zwei Pakete ankommen sollen	reminder	11
3231313530313032	IN:CREATE_REMINDER	Erinnere mich am Abend vorher daran, den Kuchen für die Party auf der Arbeit am Mittwoch abzuholen.	reminder	11
3231313530303939	IN:CREATE_REMINDER	Erinnere den Chor an die Probe um 17 Uhr.	reminder	11
3231313439393531	IN:CREATE_REMINDER	Bitte erinnere mich daran, heute Abend meine E-Mails zu beantworten.	reminder	11
3231313439393434	IN:CREATE_REMINDER	Erinnere die Bedienung an die Mitarbeiterversammlung um 17 Uhr.	reminder	11
3231313439393336	IN:CREATE_REMINDER	Erinnere mich an meinen Termin beim Chiropraktiker am Montag um 10 Uhr vormittags.	reminder	11
3231313439393237	IN:CREATE_REMINDER	Erinnere die Gruppe für Mütter von Kindern mit besonderen Bedürfnissen an die Jungle Poppins-Premiere heute Abend um 20 Uhr.	reminder	11
3231313439393139	IN:CREATE_REMINDER	Erinnere mich daran, die Geburtsvorbereitungskurse zu vereinbaren und John eine E-Mail mit dem Terminplan der Kurse zu schicken.	reminder	11
3231313439373331	IN:CREATE_REMINDER	Erinner mich daran, meine Arbeit morgen um Mitternacht abzugeben.	reminder	11
3231313439373232	IN:CREATE_REMINDER	Erinner mich daran, Frühstück zu bestellen, wenn ich Samstagmorgen aufwache.	reminder	11
3231313439343938	IN:CREATE_REMINDER	Erinner mich daran, am 30. September mittags die Carepakete für unsere entsendeten Familienmitglieder für die Feiertage vorzubereiten.	reminder	11
3231313439343538	IN:CREATE_REMINDER	Erinner mich daran, heute zu duschen.	reminder	11
3231313439343336	IN:CREATE_REMINDER	Erinnere mich daran, diesen Samstag meine Haare zu waschen.	reminder	11
3231313439343335	IN:CREATE_REMINDER	Erinnere Jade daran, dass sie um 5 Uhr ankommen soll, um in den Zug zu steigen	reminder	11
3231313439313731	IN:CREATE_REMINDER	Erinner mich daran, dass Carole am 30. August in Portland ankommt	reminder	11
3231313439303134	IN:CREATE_REMINDER	Erinner mich daran, meine Mutter anzurufen, um nach dem Stand von Tante Ophelias Hüftoperation zu fragen.	reminder	11
3231313438393938	IN:CREATE_REMINDER	Ich habe heute Abend um 17 Uhr ein Meeting, bitte erinner mich 15 Minuten vorher daran.	reminder	11
3231313438393734	IN:CREATE_REMINDER	Colbys Abendessen ist in 2 Tagen um 18 Uhr. Kannst du mich 15 Minuten vorher erinnern?	reminder	11
3231313438383639	IN:CREATE_REMINDER	Stelle eine Erinnerung für den 15. September ein, um Kinderkostüme zu kaufen.	reminder	11
3231313438373730	IN:CREATE_REMINDER	Erinner mich daran, University Oaks um 18 Uhr wegen der Bewerbung anzurufen.	reminder	11
3231313438363834	IN:CREATE_REMINDER	Erinnere mich in 30 Minuten daran, nach dem Ofen zu schauen	reminder	11
3231313438313433	IN:CREATE_REMINDER	Erinnere mich, morgen früh um 9 Uhr zur Arbeit zu gehen.	reminder	11
3231313437363635	IN:CREATE_REMINDER	Erinner mich daran, heute meinen Vater anzurufen.	reminder	11
3231313437333934	IN:CREATE_REMINDER	Erinnere mich daran, Mama heute Abend die Adresse der Party zu schicken	reminder	11
3231313437333233	IN:CREATE_REMINDER	Kannst du mich daran erinnern, dem Facebook-Käufer eine Nachricht zu schicken, um die Uhrzeit für unser Treffen am Samstag zu bestätigen?	reminder	11
3231313437323036	IN:CREATE_REMINDER	Erstelle eine Erinnerung, später heute Abend mit meiner Mutter zu skypen.	reminder	11
3231313437313735	IN:CREATE_REMINDER	Erinner mich daran, heute um 17 Uhr Tina anzurufen.	reminder	11
3231313436383836	IN:CREATE_REMINDER	Erinnere mich daran, dass meine Prüfung am Sonntag um Mitternacht fällig ist.	reminder	11
3231313436373739	IN:CREATE_REMINDER	Erinnere mich am Freitag um 20.00 Uhr daran, dass Landry die zweite Portion ihrer Medikamente nehmen muss.	reminder	11
3231313436353931	IN:CREATE_REMINDER	Bitte richte eine Erinnerung für ein Treffen mit dem Marketing-Team am Freitag um 10 Uhr ein	reminder	11
